       value	     chindex	     chlabel	        bini	  binlabel	ERPset
     -11.586	           2	        E104	         920	10_:_30210	
     -24.148	           2	        E104	         921	10_:_30301	
     -36.092	           2	        E104	         922	10_:_30302	
     -26.385	           2	        E104	         923	10_:_30303	
     -33.083	           2	        E104	         924	10_:_30304	
     -11.904	           2	        E104	         925	10_:_30305	
     -16.981	           2	        E104	         926	10_:_30306	
     -15.191	           2	        E104	         927	10_:_30307	
     -20.430	           2	        E104	         928	10_:_30308	
     -21.469	           2	        E104	         929	10_:_30309	
      -1.508	           2	        E104	         930	10_:_30310	
     -24.188	           2	        E104	         931	10_:_30401	
     -14.451	           2	        E104	         932	10_:_30402	
     -12.434	           2	        E104	         933	10_:_30403	
     -12.085	           2	        E104	         934	10_:_30404	
     -16.408	           2	        E104	         935	10_:_30405	
      -9.991	           2	        E104	         936	10_:_30406	
     -15.090	           2	        E104	         937	10_:_30407	
      -4.293	           2	        E104	         938	10_:_30408	
     -11.592	           2	        E104	         939	10_:_30409	
     -18.960	           2	        E104	         940	10_:_30410	
     -17.631	           2	        E104	         941	10_:_30501	
      -3.304	           2	        E104	         942	10_:_30502	
     -16.701	           2	        E104	         943	10_:_30503	
     -27.947	           2	        E104	         944	10_:_30504	
     -18.468	           2	        E104	         945	10_:_30505	
     -11.662	           2	        E104	         946	10_:_30506	
     -14.212	           2	        E104	         947	10_:_30507	
      -3.694	           2	        E104	         948	10_:_30508	
      -9.732	           2	        E104	         949	10_:_30509	
      -8.393	           2	        E104	         950	10_:_30510	
     -42.351	           2	        E104	         951	10_:_60101	
     -46.313	           2	        E104	         952	10_:_60102	
     -28.343	           2	        E104	         953	10_:_60103	
     -26.925	           2	        E104	         954	10_:_60104	
     -40.693	           2	        E104	         955	10_:_60105	
     -28.386	           2	        E104	         956	10_:_60106	
     -27.818	           2	        E104	         957	10_:_60107	
     -24.765	           2	        E104	         958	10_:_60108	
     -23.797	           2	        E104	         959	10_:_60109	
     -25.809	           2	        E104	         960	10_:_60110	
     -34.403	           2	        E104	         961	10_:_60201	
     -28.346	           2	        E104	         962	10_:_60202	
     -20.357	           2	        E104	         963	10_:_60203	
     -20.955	           2	        E104	         964	10_:_60204	
     -24.479	           2	        E104	         965	10_:_60205	
     -17.421	           2	        E104	         966	10_:_60206	
     -20.549	           2	        E104	         967	10_:_60207	
     -20.747	           2	        E104	         968	10_:_60208	
      -9.561	           2	        E104	         969	10_:_60209	
     -25.714	           2	        E104	         970	10_:_60210	
     -18.814	           2	        E104	         971	10_:_60301	
     -19.450	           2	        E104	         972	10_:_60302	
     -22.427	           2	        E104	         973	10_:_60303	
      -7.231	           2	        E104	         974	10_:_60304	
     -17.683	           2	        E104	         975	10_:_60305	
     -21.115	           2	        E104	         976	10_:_60306	
     -21.619	           2	        E104	         977	10_:_60307	
     -15.000	           2	        E104	         978	10_:_60308	
     -20.837	           2	        E104	         979	10_:_60309	
     -15.093	           2	        E104	         980	10_:_60310	
     -21.015	           2	        E104	         981	10_:_60401	
     -22.075	           2	        E104	         982	10_:_60402	
     -15.045	           2	        E104	         983	10_:_60403	
     -21.806	           2	        E104	         984	10_:_60404	
     -14.346	           2	        E104	         985	10_:_60405	
     -18.147	           2	        E104	         986	10_:_60406	
     -18.317	           2	        E104	         987	10_:_60407	
     -15.468	           2	        E104	         988	10_:_60408	
      -9.679	           2	        E104	         989	10_:_60409	
     -10.187	           2	        E104	         990	10_:_60410	
     -16.460	           2	        E104	         991	10_:_60501	
     -11.610	           2	        E104	         992	10_:_60502	
      -8.280	           2	        E104	         993	10_:_60503	
     -10.252	           2	        E104	         994	10_:_60504	
       3.096	           2	        E104	         995	10_:_60505	
       5.512	           2	        E104	         996	10_:_60506	
      -4.944	           2	        E104	         997	10_:_60507	
      -8.919	           2	        E104	         998	10_:_60508	
     -12.688	           2	        E104	         999	10_:_60509	
       3.641	           2	        E104	        1000	10_:_60510	
     -18.426	           2	        E104	        1001	11_:_30101	
     -19.801	           2	        E104	        1002	11_:_30102	
     -10.906	           2	        E104	        1003	11_:_30103	
      -9.153	           2	        E104	        1004	11_:_30104	
      -2.258	           2	        E104	        1005	11_:_30105	
      -1.656	           2	        E104	        1006	11_:_30106	
     -13.704	           2	        E104	        1007	11_:_30107	
     -10.312	           2	        E104	        1008	11_:_30108	
       9.221	           2	        E104	        1009	11_:_30109	
      -4.894	           2	        E104	        1010	11_:_30110	
     -11.850	           2	        E104	        1011	11_:_30201	
      -0.881	           2	        E104	        1012	11_:_30202	
     -10.767	           2	        E104	        1013	11_:_30203	
      -1.932	           2	        E104	        1014	11_:_30204	
       1.574	           2	        E104	        1015	11_:_30205	
       4.394	           2	        E104	        1016	11_:_30206	
      10.007	           2	        E104	        1017	11_:_30207	
      -6.126	           2	        E104	        1018	11_:_30208	
       7.272	           2	        E104	        1019	11_:_30209	
      12.437	           2	        E104	        1020	11_:_30210	
      16.590	           2	        E104	        1021	11_:_30301	
      -1.658	           2	        E104	        1022	11_:_30302	
       6.553	           2	        E104	        1023	11_:_30303	
      -3.090	           2	        E104	        1024	11_:_30304	
      -8.268	           2	        E104	        1025	11_:_30305	
      17.148	           2	        E104	        1026	11_:_30306	
      -2.778	           2	        E104	        1027	11_:_30307	
       6.590	           2	        E104	        1028	11_:_30308	
      10.225	           2	        E104	        1029	11_:_30309	
      18.504	           2	        E104	        1030	11_:_30310	
     -12.927	           2	        E104	        1031	11_:_30401	
      -6.246	           2	        E104	        1032	11_:_30402	
       0.028	           2	        E104	        1033	11_:_30403	
      -8.181	           2	        E104	        1034	11_:_30404	
      12.191	           2	        E104	        1035	11_:_30405	
      15.708	           2	        E104	        1036	11_:_30406	
       9.896	           2	        E104	        1037	11_:_30407	
       6.407	           2	        E104	        1038	11_:_30408	
       5.344	           2	        E104	        1039	11_:_30409	
      18.602	           2	        E104	        1040	11_:_30410	
       1.992	           2	        E104	        1041	11_:_30501	
       7.975	           2	        E104	        1042	11_:_30502	
       2.777	           2	        E104	        1043	11_:_30503	
      13.313	           2	        E104	        1044	11_:_30504	
       4.630	           2	        E104	        1045	11_:_30505	
      10.894	           2	        E104	        1046	11_:_30506	
      10.368	           2	        E104	        1047	11_:_30507	
       4.832	           2	        E104	        1048	11_:_30508	
      17.508	           2	        E104	        1049	11_:_30509	
      21.947	           2	        E104	        1050	11_:_30510	
     -14.892	           2	        E104	        1051	11_:_60101	
      -8.634	           2	        E104	        1052	11_:_60102	
       1.635	           2	        E104	        1053	11_:_60103	
      -2.394	           2	        E104	        1054	11_:_60104	
      -0.015	           2	        E104	        1055	11_:_60105	
      -5.126	           2	        E104	        1056	11_:_60106	
       4.772	           2	        E104	        1057	11_:_60107	
      -7.646	           2	        E104	        1058	11_:_60108	
      -8.092	           2	        E104	        1059	11_:_60109	
       6.074	           2	        E104	        1060	11_:_60110	
       6.968	           2	        E104	        1061	11_:_60201	
       0.257	           2	        E104	        1062	11_:_60202	
       3.883	           2	        E104	        1063	11_:_60203	
     -10.353	           2	        E104	        1064	11_:_60204	
      -7.864	           2	        E104	        1065	11_:_60205	
      -0.719	           2	        E104	        1066	11_:_60206	
      12.463	           2	        E104	        1067	11_:_60207	
      -5.285	           2	        E104	        1068	11_:_60208	
      11.200	           2	        E104	        1069	11_:_60209	
      11.628	           2	        E104	        1070	11_:_60210	
      -4.303	           2	        E104	        1071	11_:_60301	
       1.369	           2	        E104	        1072	11_:_60302	
      -1.888	           2	        E104	        1073	11_:_60303	
       4.852	           2	        E104	        1074	11_:_60304	
       7.486	           2	        E104	        1075	11_:_60305	
      16.473	           2	        E104	        1076	11_:_60306	
      13.669	           2	        E104	        1077	11_:_60307	
       9.276	           2	        E104	        1078	11_:_60308	
      16.640	           2	        E104	        1079	11_:_60309	
       5.879	           2	        E104	        1080	11_:_60310	
       2.094	           2	        E104	        1081	11_:_60401	
      -8.572	           2	        E104	        1082	11_:_60402	
      -0.591	           2	        E104	        1083	11_:_60403	
       9.554	           2	        E104	        1084	11_:_60404	
       9.309	           2	        E104	        1085	11_:_60405	
      12.975	           2	        E104	        1086	11_:_60406	
      12.887	           2	        E104	        1087	11_:_60407	
       2.257	           2	        E104	        1088	11_:_60408	
      12.367	           2	        E104	        1089	11_:_60409	
      10.052	           2	        E104	        1090	11_:_60410	
      17.569	           2	        E104	        1091	11_:_60501	
       5.844	           2	        E104	        1092	11_:_60502	
      18.005	           2	        E104	        1093	11_:_60503	
      10.932	           2	        E104	        1094	11_:_60504	
      15.457	           2	        E104	        1095	11_:_60505	
      16.321	           2	        E104	        1096	11_:_60506	
      12.630	           2	        E104	        1097	11_:_60507	
      26.758	           2	        E104	        1098	11_:_60508	
      22.458	           2	        E104	        1099	11_:_60509	
      23.120	           2	        E104	        1100	11_:_60510	
     -45.405	           2	        E104	        1101	12_:_30101	
     -40.230	           2	        E104	        1102	12_:_30102	
     -30.529	           2	        E104	        1103	12_:_30103	
     -29.504	           2	        E104	        1104	12_:_30104	
     -34.020	           2	        E104	        1105	12_:_30105	
     -46.343	           2	        E104	        1106	12_:_30106	
     -39.022	           2	        E104	        1107	12_:_30107	
     -37.557	           2	        E104	        1108	12_:_30108	
     -19.793	           2	        E104	        1109	12_:_30109	
     -27.192	           2	        E104	        1110	12_:_30110	
     -34.857	           2	        E104	        1111	12_:_30201	
     -44.079	           2	        E104	        1112	12_:_30202	
     -34.817	           2	        E104	        1113	12_:_30203	
     -31.776	           2	        E104	        1114	12_:_30204	
     -21.990	           2	        E104	        1115	12_:_30205	
     -28.458	           2	        E104	        1116	12_:_30206	
     -16.177	           2	        E104	        1117	12_:_30207	
     -27.945	           2	        E104	        1118	12_:_30208	
     -21.935	           2	        E104	        1119	12_:_30209	
     -16.975	           2	        E104	        1120	12_:_30210	
     -30.676	           2	        E104	        1121	12_:_30301	
     -27.709	           2	        E104	        1122	12_:_30302	
     -14.832	           2	        E104	        1123	12_:_30303	
     -30.849	           2	        E104	        1124	12_:_30304	
     -16.070	           2	        E104	        1125	12_:_30305	
     -22.027	           2	        E104	        1126	12_:_30306	
     -26.825	           2	        E104	        1127	12_:_30307	
     -16.300	           2	        E104	        1128	12_:_30308	
     -16.124	           2	        E104	        1129	12_:_30309	
     -14.279	           2	        E104	        1130	12_:_30310	
     -31.926	           2	        E104	        1131	12_:_30401	
     -30.485	           2	        E104	        1132	12_:_30402	
     -30.067	           2	        E104	        1133	12_:_30403	
     -28.557	           2	        E104	        1134	12_:_30404	
     -20.395	           2	        E104	        1135	12_:_30405	
     -14.829	           2	        E104	        1136	12_:_30406	
     -23.586	           2	        E104	        1137	12_:_30407	
     -23.751	           2	        E104	        1138	12_:_30408	
      -8.532	           2	        E104	        1139	12_:_30409	
     -17.590	           2	        E104	        1140	12_:_30410	
     -20.771	           2	        E104	        1141	12_:_30501	
     -17.643	           2	        E104	        1142	12_:_30502	
     -22.167	           2	        E104	        1143	12_:_30503	
     -14.385	           2	        E104	        1144	12_:_30504	
     -13.774	           2	        E104	        1145	12_:_30505	
     -22.141	           2	        E104	        1146	12_:_30506	
     -13.156	           2	        E104	        1147	12_:_30507	
      -7.469	           2	        E104	        1148	12_:_30508	
       0.149	           2	        E104	        1149	12_:_30509	
     -11.592	           2	        E104	        1150	12_:_30510	
     -50.547	           2	        E104	        1151	12_:_60101	
     -29.687	           2	        E104	        1152	12_:_60102	
     -41.831	           2	        E104	        1153	12_:_60103	
     -38.952	           2	        E104	        1154	12_:_60104	
     -32.534	           2	        E104	        1155	12_:_60105	
     -46.995	           2	        E104	        1156	12_:_60106	
     -23.387	           2	        E104	        1157	12_:_60107	
     -29.049	           2	        E104	        1158	12_:_60108	
     -31.680	           2	        E104	        1159	12_:_60109	
     -21.590	           2	        E104	        1160	12_:_60110	
     -15.407	           2	        E104	        1161	12_:_60201	
     -28.627	           2	        E104	        1162	12_:_60202	
     -41.692	           2	        E104	        1163	12_:_60203	
     -28.288	           2	        E104	        1164	12_:_60204	
     -31.693	           2	        E104	        1165	12_:_60205	
     -21.778	           2	        E104	        1166	12_:_60206	
     -33.839	           2	        E104	        1167	12_:_60207	
     -27.900	           2	        E104	        1168	12_:_60208	
     -16.455	           2	        E104	        1169	12_:_60209	
     -15.951	           2	        E104	        1170	12_:_60210	
     -31.107	           2	        E104	        1171	12_:_60301	
     -23.591	           2	        E104	        1172	12_:_60302	
     -13.608	           2	        E104	        1173	12_:_60303	
     -26.656	           2	        E104	        1174	12_:_60304	
     -25.563	           2	        E104	        1175	12_:_60305	
     -13.308	           2	        E104	        1176	12_:_60306	
     -18.362	           2	        E104	        1177	12_:_60307	
     -12.467	           2	        E104	        1178	12_:_60308	
     -11.208	           2	        E104	        1179	12_:_60309	
     -16.912	           2	        E104	        1180	12_:_60310	
     -34.390	           2	        E104	        1181	12_:_60401	
     -25.767	           2	        E104	        1182	12_:_60402	
     -16.466	           2	        E104	        1183	12_:_60403	
     -15.992	           2	        E104	        1184	12_:_60404	
     -27.030	           2	        E104	        1185	12_:_60405	
     -24.681	           2	        E104	        1186	12_:_60406	
      -9.543	           2	        E104	        1187	12_:_60407	
     -22.963	           2	        E104	        1188	12_:_60408	
      -2.271	           2	        E104	        1189	12_:_60409	
     -13.510	           2	        E104	        1190	12_:_60410	
     -24.015	           2	        E104	        1191	12_:_60501	
     -18.181	           2	        E104	        1192	12_:_60502	
     -18.314	           2	        E104	        1193	12_:_60503	
      -9.183	           2	        E104	        1194	12_:_60504	
      -8.586	           2	        E104	        1195	12_:_60505	
     -17.778	           2	        E104	        1196	12_:_60506	
      -4.171	           2	        E104	        1197	12_:_60507	
     -12.836	           2	        E104	        1198	12_:_60508	
     -12.184	           2	        E104	        1199	12_:_60509	
      -1.627	           2	        E104	        1200	12_:_60510	
     -30.466	           2	        E104	        1201	13_:_30101	
     -29.286	           2	        E104	        1202	13_:_30102	
     -18.808	           2	        E104	        1203	13_:_30103	
     -20.153	           2	        E104	        1204	13_:_30104	
     -31.269	           2	        E104	        1205	13_:_30105	
     -27.583	           2	        E104	        1206	13_:_30106	
     -13.482	           2	        E104	        1207	13_:_30107	
      -9.658	           2	        E104	        1208	13_:_30108	
     -14.723	           2	        E104	        1209	13_:_30109	
     -21.058	           2	        E104	        1210	13_:_30110	
     -25.504	           2	        E104	        1211	13_:_30201	
     -18.552	           2	        E104	        1212	13_:_30202	
     -11.789	           2	        E104	        1213	13_:_30203	
     -22.911	           2	        E104	        1214	13_:_30204	
       5.939	           2	        E104	        1215	13_:_30205	
     -17.311	           2	        E104	        1216	13_:_30206	
      -4.086	           2	        E104	        1217	13_:_30207	
      -2.817	           2	        E104	        1218	13_:_30208	
      -8.076	           2	        E104	        1219	13_:_30209	
       0.871	           2	        E104	        1220	13_:_30210	
     -17.206	           2	        E104	        1221	13_:_30301	
      -8.456	           2	        E104	        1222	13_:_30302	
      -6.447	           2	        E104	        1223	13_:_30303	
      -7.651	           2	        E104	        1224	13_:_30304	
      -7.608	           2	        E104	        1225	13_:_30305	
      -6.403	           2	        E104	        1226	13_:_30306	
      -0.564	           2	        E104	        1227	13_:_30307	
       7.214	           2	        E104	        1228	13_:_30308	
       6.958	           2	        E104	        1229	13_:_30309	
       7.638	           2	        E104	        1230	13_:_30310	
     -18.423	           2	        E104	        1231	13_:_30401	
      -9.985	           2	        E104	        1232	13_:_30402	
      -9.191	           2	        E104	        1233	13_:_30403	
       2.300	           2	        E104	        1234	13_:_30404	
      -8.623	           2	        E104	        1235	13_:_30405	
      -6.522	           2	        E104	        1236	13_:_30406	
       2.774	           2	        E104	        1237	13_:_30407	
       1.221	           2	        E104	        1238	13_:_30408	
      -8.082	           2	        E104	        1239	13_:_30409	
      11.940	           2	        E104	        1240	13_:_30410	
      -3.581	           2	        E104	        1241	13_:_30501	
       0.138	           2	        E104	        1242	13_:_30502	
      -1.203	           2	        E104	        1243	13_:_30503	
       3.609	           2	        E104	        1244	13_:_30504	
       3.251	           2	        E104	        1245	13_:_30505	
      -0.498	           2	        E104	        1246	13_:_30506	
       7.382	           2	        E104	        1247	13_:_30507	
       1.218	           2	        E104	        1248	13_:_30508	
       5.600	           2	        E104	        1249	13_:_30509	
       7.522	           2	        E104	        1250	13_:_30510	
     -20.798	           2	        E104	        1251	13_:_60101	
     -16.841	           2	        E104	        1252	13_:_60102	
     -22.974	           2	        E104	        1253	13_:_60103	
     -14.157	           2	        E104	        1254	13_:_60104	
     -15.603	           2	        E104	        1255	13_:_60105	
     -13.658	           2	        E104	        1256	13_:_60106	
     -19.263	           2	        E104	        1257	13_:_60107	
      -0.046	           2	        E104	        1258	13_:_60108	
       0.309	           2	        E104	        1259	13_:_60109	
      -4.723	           2	        E104	        1260	13_:_60110	
     -18.866	           2	        E104	        1261	13_:_60201	
      -7.944	           2	        E104	        1262	13_:_60202	
      -7.112	           2	        E104	        1263	13_:_60203	
      -5.990	           2	        E104	        1264	13_:_60204	
      -4.438	           2	        E104	        1265	13_:_60205	
       0.362	           2	        E104	        1266	13_:_60206	
      -7.869	           2	        E104	        1267	13_:_60207	
       1.600	           2	        E104	        1268	13_:_60208	
      -2.139	           2	        E104	        1269	13_:_60209	
      -3.100	           2	        E104	        1270	13_:_60210	
      -5.800	           2	        E104	        1271	13_:_60301	
      -2.095	           2	        E104	        1272	13_:_60302	
      -7.139	           2	        E104	        1273	13_:_60303	
      -8.028	           2	        E104	        1274	13_:_60304	
      -8.109	           2	        E104	        1275	13_:_60305	
       8.955	           2	        E104	        1276	13_:_60306	
      -1.664	           2	        E104	        1277	13_:_60307	
       4.710	           2	        E104	        1278	13_:_60308	
      10.792	           2	        E104	        1279	13_:_60309	
       5.990	           2	        E104	        1280	13_:_60310	
     -21.252	           2	        E104	        1281	13_:_60401	
     -10.265	           2	        E104	        1282	13_:_60402	
      -3.690	           2	        E104	        1283	13_:_60403	
      -5.300	           2	        E104	        1284	13_:_60404	
      -3.610	           2	        E104	        1285	13_:_60405	
      -4.323	           2	        E104	        1286	13_:_60406	
      -1.411	           2	        E104	        1287	13_:_60407	
       6.854	           2	        E104	        1288	13_:_60408	
      -1.137	           2	        E104	        1289	13_:_60409	
       4.046	           2	        E104	        1290	13_:_60410	
       1.974	           2	        E104	        1291	13_:_60501	
      -3.474	           2	        E104	        1292	13_:_60502	
      -3.673	           2	        E104	        1293	13_:_60503	
       4.217	           2	        E104	        1294	13_:_60504	
      11.270	           2	        E104	        1295	13_:_60505	
       6.896	           2	        E104	        1296	13_:_60506	
       1.660	           2	        E104	        1297	13_:_60507	
      16.255	           2	        E104	        1298	13_:_60508	
      10.230	           2	        E104	        1299	13_:_60509	
       7.694	           2	        E104	        1300	13_:_60510	
     -29.865	           2	        E104	        1301	14_:_30101	
     -29.685	           2	        E104	        1302	14_:_30102	
     -29.566	           2	        E104	        1303	14_:_30103	
     -28.362	           2	        E104	        1304	14_:_30104	
     -20.642	           2	        E104	        1305	14_:_30105	
     -30.497	           2	        E104	        1306	14_:_30106	
     -23.097	           2	        E104	        1307	14_:_30107	
     -31.904	           2	        E104	        1308	14_:_30108	
     -11.319	           2	        E104	        1309	14_:_30109	
     -23.331	           2	        E104	        1310	14_:_30110	
     -20.828	           2	        E104	        1311	14_:_30201	
     -22.346	           2	        E104	        1312	14_:_30202	
     -16.831	           2	        E104	        1313	14_:_30203	
     -15.273	           2	        E104	        1314	14_:_30204	
     -17.266	           2	        E104	        1315	14_:_30205	
      -9.787	           2	        E104	        1316	14_:_30206	
     -15.056	           2	        E104	        1317	14_:_30207	
     -13.942	           2	        E104	        1318	14_:_30208	
      -9.648	           2	        E104	        1319	14_:_30209	
      -5.963	           2	        E104	        1320	14_:_30210	
      -8.874	           2	        E104	        1321	14_:_30301	
     -13.203	           2	        E104	        1322	14_:_30302	
     -21.564	           2	        E104	        1323	14_:_30303	
     -16.978	           2	        E104	        1324	14_:_30304	
      -9.254	           2	        E104	        1325	14_:_30305	
      -2.226	           2	        E104	        1326	14_:_30306	
       2.129	           2	        E104	        1327	14_:_30307	
      -8.973	           2	        E104	        1328	14_:_30308	
      -8.173	           2	        E104	        1329	14_:_30309	
      -6.002	           2	        E104	        1330	14_:_30310	
     -19.084	           2	        E104	        1331	14_:_30401	
     -18.545	           2	        E104	        1332	14_:_30402	
     -17.360	           2	        E104	        1333	14_:_30403	
      -9.996	           2	        E104	        1334	14_:_30404	
      -6.488	           2	        E104	        1335	14_:_30405	
     -17.068	           2	        E104	        1336	14_:_30406	
      -6.942	           2	        E104	        1337	14_:_30407	
      -9.860	           2	        E104	        1338	14_:_30408	
      -7.816	           2	        E104	        1339	14_:_30409	
      -4.388	           2	        E104	        1340	14_:_30410	
     -12.928	           2	        E104	        1341	14_:_30501	
      -3.558	           2	        E104	        1342	14_:_30502	
      -8.576	           2	        E104	        1343	14_:_30503	
     -11.184	           2	        E104	        1344	14_:_30504	
      -9.762	           2	        E104	        1345	14_:_30505	
     -13.904	           2	        E104	        1346	14_:_30506	
      -3.237	           2	        E104	        1347	14_:_30507	
      -2.914	           2	        E104	        1348	14_:_30508	
       9.762	           2	        E104	        1349	14_:_30509	
      10.977	           2	        E104	        1350	14_:_30510	
     -29.752	           2	        E104	        1351	14_:_60101	
     -32.477	           2	        E104	        1352	14_:_60102	
     -22.141	           2	        E104	        1353	14_:_60103	
     -17.571	           2	        E104	        1354	14_:_60104	
     -27.637	           2	        E104	        1355	14_:_60105	
     -20.088	           2	        E104	        1356	14_:_60106	
     -26.589	           2	        E104	        1357	14_:_60107	
     -29.664	           2	        E104	        1358	14_:_60108	
     -14.938	           2	        E104	        1359	14_:_60109	
      -9.150	           2	        E104	        1360	14_:_60110	
     -11.788	           2	        E104	        1361	14_:_60201	
      -9.445	           2	        E104	        1362	14_:_60202	
     -28.473	           2	        E104	        1363	14_:_60203	
     -31.413	           2	        E104	        1364	14_:_60204	
     -14.061	           2	        E104	        1365	14_:_60205	
     -18.493	           2	        E104	        1366	14_:_60206	
      -3.480	           2	        E104	        1367	14_:_60207	
     -13.464	           2	        E104	        1368	14_:_60208	
      -8.924	           2	        E104	        1369	14_:_60209	
      -5.287	           2	        E104	        1370	14_:_60210	
     -12.572	           2	        E104	        1371	14_:_60301	
     -12.863	           2	        E104	        1372	14_:_60302	
     -13.013	           2	        E104	        1373	14_:_60303	
     -12.959	           2	        E104	        1374	14_:_60304	
      -9.993	           2	        E104	        1375	14_:_60305	
      -4.166	           2	        E104	        1376	14_:_60306	
      -0.063	           2	        E104	        1377	14_:_60307	
       1.269	           2	        E104	        1378	14_:_60308	
       1.437	           2	        E104	        1379	14_:_60309	
       0.792	           2	        E104	        1380	14_:_60310	
     -12.669	           2	        E104	        1381	14_:_60401	
      -7.854	           2	        E104	        1382	14_:_60402	
      -9.476	           2	        E104	        1383	14_:_60403	
     -10.908	           2	        E104	        1384	14_:_60404	
       0.436	           2	        E104	        1385	14_:_60405	
      -2.256	           2	        E104	        1386	14_:_60406	
      -6.488	           2	        E104	        1387	14_:_60407	
      -8.526	           2	        E104	        1388	14_:_60408	
      -3.920	           2	        E104	        1389	14_:_60409	
      -0.702	           2	        E104	        1390	14_:_60410	
     -17.576	           2	        E104	        1391	14_:_60501	
      -9.339	           2	        E104	        1392	14_:_60502	
      -0.022	           2	        E104	        1393	14_:_60503	
      -8.890	           2	        E104	        1394	14_:_60504	
       1.878	           2	        E104	        1395	14_:_60505	
      -6.595	           2	        E104	        1396	14_:_60506	
      10.823	           2	        E104	        1397	14_:_60507	
       6.995	           2	        E104	        1398	14_:_60508	
      -7.895	           2	        E104	        1399	14_:_60509	
       4.345	           2	        E104	        1400	14_:_60510	
       3.529	           2	        E104	        1401	15_:_30101	
      -0.452	           2	        E104	        1402	15_:_30102	
       3.311	           2	        E104	        1403	15_:_30103	
      -0.738	           2	        E104	        1404	15_:_30104	
      -1.017	           2	        E104	        1405	15_:_30105	
       4.189	           2	        E104	        1406	15_:_30106	
       1.246	           2	        E104	        1407	15_:_30107	
      -1.784	           2	        E104	        1408	15_:_30108	
      13.306	           2	        E104	        1409	15_:_30109	
      14.618	           2	        E104	        1410	15_:_30110	
       2.267	           2	        E104	        1411	15_:_30201	
      12.257	           2	        E104	        1412	15_:_30202	
      18.207	           2	        E104	        1413	15_:_30203	
       7.549	           2	        E104	        1414	15_:_30204	
      11.790	           2	        E104	        1415	15_:_30205	
      15.955	           2	        E104	        1416	15_:_30206	
      15.083	           2	        E104	        1417	15_:_30207	
      12.140	           2	        E104	        1418	15_:_30208	
       2.891	           2	        E104	        1419	15_:_30209	
      18.062	           2	        E104	        1420	15_:_30210	
      12.347	           2	        E104	        1421	15_:_30301	
      11.595	           2	        E104	        1422	15_:_30302	
      18.552	           2	        E104	        1423	15_:_30303	
      13.366	           2	        E104	        1424	15_:_30304	
      14.125	           2	        E104	        1425	15_:_30305	
      25.710	           2	        E104	        1426	15_:_30306	
      27.174	           2	        E104	        1427	15_:_30307	
      29.154	           2	        E104	        1428	15_:_30308	
      16.659	           2	        E104	        1429	15_:_30309	
      27.912	           2	        E104	        1430	15_:_30310	
      18.694	           2	        E104	        1431	15_:_30401	
       1.065	           2	        E104	        1432	15_:_30402	
      15.012	           2	        E104	        1433	15_:_30403	
       2.064	           2	        E104	        1434	15_:_30404	
      21.006	           2	        E104	        1435	15_:_30405	
      15.672	           2	        E104	        1436	15_:_30406	
      15.669	           2	        E104	        1437	15_:_30407	
      25.474	           2	        E104	        1438	15_:_30408	
      24.368	           2	        E104	        1439	15_:_30409	
      15.295	           2	        E104	        1440	15_:_30410	
       9.757	           2	        E104	        1441	15_:_30501	
       9.858	           2	        E104	        1442	15_:_30502	
      31.477	           2	        E104	        1443	15_:_30503	
      32.452	           2	        E104	        1444	15_:_30504	
      20.225	           2	        E104	        1445	15_:_30505	
      30.493	           2	        E104	        1446	15_:_30506	
      26.935	           2	        E104	        1447	15_:_30507	
      27.227	           2	        E104	        1448	15_:_30508	
      22.023	           2	        E104	        1449	15_:_30509	
      38.676	           2	        E104	        1450	15_:_30510	
       0.830	           2	        E104	        1451	15_:_60101	
       8.026	           2	        E104	        1452	15_:_60102	
       7.810	           2	        E104	        1453	15_:_60103	
       4.868	           2	        E104	        1454	15_:_60104	
       3.591	           2	        E104	        1455	15_:_60105	
       2.390	           2	        E104	        1456	15_:_60106	
       1.045	           2	        E104	        1457	15_:_60107	
      10.897	           2	        E104	        1458	15_:_60108	
       9.586	           2	        E104	        1459	15_:_60109	
      10.671	           2	        E104	        1460	15_:_60110	
       4.353	           2	        E104	        1461	15_:_60201	
      17.498	           2	        E104	        1462	15_:_60202	
       6.215	           2	        E104	        1463	15_:_60203	
       8.867	           2	        E104	        1464	15_:_60204	
      13.920	           2	        E104	        1465	15_:_60205	
      17.842	           2	        E104	        1466	15_:_60206	
      26.800	           2	        E104	        1467	15_:_60207	
      22.440	           2	        E104	        1468	15_:_60208	
      21.552	           2	        E104	        1469	15_:_60209	
      28.028	           2	        E104	        1470	15_:_60210	
       6.834	           2	        E104	        1471	15_:_60301	
      15.213	           2	        E104	        1472	15_:_60302	
      15.306	           2	        E104	        1473	15_:_60303	
      15.419	           2	        E104	        1474	15_:_60304	
      22.385	           2	        E104	        1475	15_:_60305	
      26.479	           2	        E104	        1476	15_:_60306	
      28.317	           2	        E104	        1477	15_:_60307	
      31.447	           2	        E104	        1478	15_:_60308	
      19.249	           2	        E104	        1479	15_:_60309	
      26.920	           2	        E104	        1480	15_:_60310	
      13.323	           2	        E104	        1481	15_:_60401	
      14.231	           2	        E104	        1482	15_:_60402	
      11.456	           2	        E104	        1483	15_:_60403	
      12.475	           2	        E104	        1484	15_:_60404	
      11.009	           2	        E104	        1485	15_:_60405	
      15.518	           2	        E104	        1486	15_:_60406	
      13.738	           2	        E104	        1487	15_:_60407	
      27.396	           2	        E104	        1488	15_:_60408	
